text,cleaned_text,agg_labels
I wanna go to the Borgata tonight if Rich is playing.,wan na go borgata tonight rich playing,2
"is back from the park and is very sunburnt  cant wait 4  2night,and is gonna get smashed..bein sober jst wnt b as fun!",back park sunburnt cant wait nightand gon na get smashedbein sober jst wnt b fun,2
 yea he said brooke`s gonna come over to record today!  !,yea said brookes gon na come record today,2
" yes unfuzzy, i prefer the fuzzy me and clear caleb..  wanna turn back the clock!",yes unfuzzy prefer fuzzy clear caleb wan na turn back clock,2
just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!,got back exam im surely gon na failnow trying get tickets il divo someone doesnt want us b,2
 I wanna watch that movie again. Maybe that dvd will work in my laptop since Dawson`s Creek doesn`t,wan na watch movie maybe dvd work laptop since dawsons creek doesnt,2
 yeah the weather ruined my plans too  i was gonna beach it up as well,yeah weather ruined plans gon na beach well,2
"Going out to Miranda shopping centre to spend time with the family, before going away for 2 weeks to Malaysia. Gonna miss them!",going miranda shopping centre spend time family going away weeks malaysia gon na miss,2
Wanna go out,wan na go,2
 is it? :O im gonna get that,im gon na get,2
 omgggg!! Hawaii!! That`s amazing!! I wanna live there,omgggg hawaii thats amazing wan na live,2
well i`m gonna go now.  goodbye all.,well im gon na go goodbye,2
" What up Lisa, sorta quiet... I`m USA, so gonna crash soon.",lisa sorta quiet im usa gon na crash soon,2
i dont know what gonna do on my lame fridaay  maybe see me with my besties!!,dont know gon na lame fridaay maybe see besties,2
_**** not as yet... i would just like to know if its okay for your mum before ask my mumm  hopefuly there gonna tell us soon!!!,yet would like know okay mum ask mumm hopefuly gon na tell us soon,2
hope schools gonna be good tomorrow,hope schools gon na good tomorrow,2
 I wanna go but my car not here...,wan na go car,2
I was gonna get off at 230 2day. Just found out I`m stayin til 630,gon na get day found im stayin til,2
i wanna go vivid light walk,wan na go vivid light walk,2
 I KNOW! I love Nicholas Braun & I think he`ll make an okay Cameron but I don`t wanna see it either,know love nicholas braun think hell make okay cameron dont wan na see either,2
 ahh! Yay!  so you`re gonna get it?,ahh yay youre gon na get,2
" Im not getting any treatments, we are just gonna hang out at the pool and the hot tubs.",im getting treatments gon na hang pool hot tubs,2
gonna do laundry....never did laundry @ a hotel before.....I miss you R.....even though you ignore me and don even check on me....,gon na laundrynever laundry hotel beforei miss reven though ignore even check,2
I don`t wanna go back to work   sleepy time.,dont wan na go back work sleepy time,2
T-bone`s gone to sleep... Think we`re gonna join him,tbones gone sleep think gon na join,2
 baby I`m in maryland I`m NOT gonna make it  BUT I will see ur sexy **** next sat in camden VIP....come early n hang!!!!!,baby im maryland im gon na make see ur sexy next sat camden vipcome early n hang,2
was gonna go to my brothers show but still feeling like poo :**(,gon na go brothers show still feeling like poo,2
finally gonna get sum sleep  that concert was crazy!!! God Bless those ministers!!!,finally gon na get sum sleep concert crazy god bless ministers,2
"My Boy is leaving for the Summer, Going to stay with the Grandparents.. I`m gonna miss him!!",boy leaving summer going stay grandparents im gon na miss,2
 awwww wat i was gonna buy myself something pretty  nvm,awwww wat gon na buy something pretty nvm,2
 is it true you have a part in Neighbours?? I have been brought up watching that show..I wanna be on it,true part neighbours brought watching showi wan na,2
"i wanna do something tonight, but that doesnt look very promising",wan na something tonight doesnt look promising,2
Getting to play golf with our kickin` Leadership Team...I have a feeling they r gonna kick me on the golf course,getting play golf kickin leadership teami feeling r gon na kick golf course,2
"i miss him  ALOT but im not gonna talk to him, i HOPE",miss alot im gon na talk hope,2
  it sucks no matter where you are! I`m gonna freakin be late for work!,sucks matter im gon na freakin late work,2
 i dunno what i`m gonna do. i love my skinny jeans!,dunno im gon na love skinny jeans,2
" No prob, skittles we always gonna have yall`s backs. The true sweeties dont play.. LOL But yea we just got heated. We sry",prob skittles always gon na yalls backs true sweeties dont play lol yea got heated sry,2
 LOL freakinggg I worse a lookse shirt and shorts and sandals and it looks like its gonna rain outside  boo yahoo wearther,lol freakinggg worse lookse shirt shorts sandals looks like gon na rain outside boo yahoo wearther,2
I wanna go see the cab really bad.,wan na go see cab really bad,2
To eat or not to eat? Its gonna be my last meal for the next 2 weeks.,eat eat gon na last meal next weeks,2
Gonna miss my gurl while shes on her honeymoon,gon na miss gurl shes honeymoon,2
 i wanna join the twit Club......,wan na join twit club,2
dont wanna cry  but the seniors are out there graduating&its breakin my heart;but im home,dont wan na cry seniors graduatingits breakin heartbut im home,2
"Wanna know a not fun way to wake up? Having a panic attack and not being able to breath for no **** reason, that **** sucked",wan na know fun way wake panic attack able breath reason sucked,2
 just showin some love to ya. and i`m really gonna miss Greg Beeman`s directing next season. ya`ll`s commentaries r so funny,showin love ya im really gon na miss greg beemans directing next season yalls commentaries r funny,2
 It`s Star Wars day?! Urgh I`m gonna have to get the videos out,star wars day urgh im gon na get videos,2
 I`m gonna miss the show  at whitby for the weekend! btw i love your show! Radio 1 is always on! ly x,im gon na miss show whitby weekend btw love show radio always ly x,2
_zorz_peep count yourself lucky i was gonna say the OTHER word instead...and rsvp...sorry i cant come to ur birthday...day?,zorzpeep count lucky gon na say word insteadand rsvpsorry cant come ur birthdayday,2
I just wanna be better already,wan na better already,2
I loveeee NY! Getting breakfast then gonna go mimis I`m sooo tiredddd! missing him ODeeee! Love you,loveeee ny getting breakfast gon na go mimis im sooo tiredddd missing odeeee love,2
you wanna know what`s worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon,wan na know whats worse coworker brewed fresh cup coffee think bacon,2
 I was gonna text u and ask what puff meant!!,gon na text u ask puff meant,2
" Yep, exactly   And I`m really sad about this tour...I know I`m gonna cry at my last M&G....",yep exactly im really sad touri know im gon na cry last mg,2
I`m Having a Baby Girl! (In the next 17 Days!) I think I`m gonna keep this handy  http://budurl.com/f9p5 Funny Stuff!,im baby girl next days think im gon na keep handy httpbudurlcomfp funny stuff,2
 when are u gonna host Saturday night live!! i`ve been waiting for like 2 yearsssssss!!,u gon na host saturday night live ive waiting like yearsssssss,2
 Actually I think the NA release date was confirmed for September so it`s a bit more of a wait.,actually think na release date confirmed september bit wait,2
"7846 - almost catching  up, so gonna kick her ****, and woop i will b joing the 10k mile high club soon",almost catching gon na kick woop b joing k mile high club soon,2
 **** how you not gonna follow me son?,gon na follow son,2
"I wanna go home, but I can`t cause the customers won`t leave... And my boss won`t let me leave either",wan na go home cant cause customers wont leave boss wont let leave either,2
 were gonna go crazy before you leave,gon na go crazy leave,2
 http://twitpic.com/4fzo7 - you both have so beatiful eyes  i wanna have them,httptwitpiccomfzo beatiful eyes wan na,2
Down again   seems like it never gonna stop and I`ll never get what i want,seems like never gon na stop ill never get want,2
 ... I think I`m gonna fail aswel!,think im gon na fail aswel,2
"_reality ****, you`re gonna feel that tomorrow, or tonight. Coffee = laxative.  How`s the writing coming?",reality youre gon na feel tomorrow tonight coffee laxative hows writing coming,2
"Everyone going to the hometown show is excited they get to go on Thames Street. I`M GONNA SEE THE ORIGINAL THAMES RIVER, ****. ohhhh.",everyone going hometown show excited get go thames street im gon na see original thames river ohhhh,2
"Not gonna lie, i`m going to miss high school lunches. A lot. ****.",gon na lie im going miss high school lunches lot,2
 that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check,would ideal howevernow dont see leaving gon na take rain check,2
" I never know whether they include me. Just straight white men, right? I wanna be part of the problem too.",never know whether include straight white men right wan na part problem,2
"has applied for OSAP yet again- God, I`m gonna owe major $$$ by the end of my academic career, this just ain`t right!!",applied osap yet god im gon na owe major end academic career aint right,2
Watching Scrubs season 2. Oh I`m gonna miss that show,watching scrubs season oh im gon na miss show,2
'i wanna go to prom one day   'i wish U can go with me 2 my prom even though im not a guy.but thatwouldmake1of myFRIENDS happy,wan na go prom one day wish u go prom even though im guybut thatwouldmakeof myfriends happy,2
The arrival of cargo Red G5 to Toronto has been postponed til tomorrow afternoon.  gonna miss my lil bro`s bday...he`s been waiting 4 me!,arrival cargo red g toronto postponed til tomorrow afternoon gon na miss lil bros bdayhes waiting,2
My baby is going to her first sleepover tonight   I`m gonna need a lot of wine to get me through today,baby going first sleepover tonight im gon na need lot wine get today,2
 yeah i did  i remember it na....... i did watch it before ),yeah remember na watch,2
i wanna watch PCD concert dad,wan na watch pcd concert dad,2
i wanna be in michi with my moma!! Love you Mom,wan na michi moma love mom,2
" I wanna go, but I so freaking broke   Have fun for me",wan na go freaking broke fun,2
 lol I really wanna go there!! Imma check the vid out rite now,lol really wan na go imma check vid rite,2
i dont wanna miss the laker game tonight! i`m so sad,dont wan na miss laker game tonight im sad,2
"AC is broke at the house. waiting to get an estimate on timeframe to repair. on the bright side, gonna join CoLab this week.",ac broke house waiting get estimate timeframe repair bright side gon na join colab week,2
When are  gonna release another album already?!? I miss them,gon na release another album already miss,2
Goin to the mall and gonna see the movie ghost of gfs past i hope its good and top it all im goin alone  but ilook cute and feel good ^^,goin mall gon na see movie ghost gfs past hope good top im goin alone ilook cute feel good,2
wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THE LILY,wellity think ima gon na clean room need read good book sense sensibility come beat lily,2
"I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more",cant minutes treadmill done minutes today already gon na minutes,2
"wanna b marie antoinette, cos she had perfect hairdo, fab clothes, n tons of macarons.  Crappy day",wan na b marie antoinette cos perfect hairdo fab clothes n tons macarons crappy day,2
Gonna go to my aunts party. It`s gonna be a late night thing so hopfully I can get up for school tomorrow!,gon na go aunts party gon na late night thing hopfully get school tomorrow,2
fo shizzle. . . i`m bored and wanna go do something.  wish i went to pisay today. oh wellz. wonder who were there.,fo shizzle im bored wan na go something wish went pisay today oh wellz wonder,2
Eh they shut the freeway down! omw to a job interview so i guess i`m gonna be late,eh shut freeway omw job interview guess im gon na late,2
"I WANNA GO THERE, WHERE YOU GO. I WANNA FIND OUT WHAT YOU KNOW..     DAVID AND MILEYYYYYY! ??",wan na go go wan na find know david mileyyyyyy,2
so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked,bryan sweet didnt think gon na talk towards end night talked,2
"ok, son in bath, so gonna see if I can find some quick quotes.  Gonna miss ya`ll this weekend. I`m already gettin sad",ok son bath gon na see find quick quotes gon na miss yall weekend im already gettin sad,2
"gooooooood night, cant believe tomoroo is cancelled!  but still gonna be a giid night, GNI cant beat them!",gooooooood night cant believe tomoroo cancelled still gon na giid night gni cant beat,2
" Ntah, I really wanna be there",ntah really wan na,2
 gimme some ! i wanna try it   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),gim wan na try soulja boy tell em live live httpustreamuhs,2
im gonna fail this test miserably in history,im gon na fail test miserably history,2
"  we`re gonna miss you. dont worry, there will be more for sure!",gon na miss dont worry sure,2
This 'Monarchy' is gonna bleed ALL of us dry! We are nothing more than slaves to the pigs in D.C. I don`t reconize my country anymore!,monarchy gon na bleed us dry nothing slaves pigs dc dont reconize country anymore,2
We`re not gonna be able to talk again,gon na able talk,2
 im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that,im sorry dont wan na cuz u act u turn right around ignore,2
" hah yeah, its that bad, not gonna lie. :o Have fun",hah yeah bad gon na lie fun,2
 aww tessy wanna hug?,aww tessy wan na hug,2
"Next thing to do tomorrow morning: Temperature Check! It`s gonna be a routine till Swine Flu dies. Good Night, everyone!",next thing tomorrow morning temperature check gon na routine till swine flu dies good night everyone,2
Ahh I`m so confused  what can I do? I don`t wanna run away but can I really handle a real relationship? What is love anyways.. False hope!,ahh im confused dont wan na run away really handle real relationship love anyways false hope,2
Feel hurt. in car. gonna watch a funny movie. someone talk,feel hurt car gon na watch funny movie someone talk,2
When we got more followers we gonna have a competition.Hope you all look forward !,got followers gon na competitionhope look forward,2
i dont wanna do this anymore! but the couch is jus sittin in the middle of the floor. do i really HAVE to finish?,dont wan na anymore couch jus sittin middle floor really finish,2
" Good luck  I wanna see them again too. I waited outside by their buses to see them before, no autographs tho!",good luck wan na see waited outside buses see autographs tho,2
"  I`m soo sad. It`s just on the edges of the pages, but it`s not gonna come out. *cries*",im soo sad edges pages gon na come cries,2
Now i cant find him  Gonna be a sleepless night tonight,cant find gon na sleepless night tonight,2
i wanna watch tormented. it`s showing on May 22,wan na watch tormented showing may,2
 Awesome! that`s how I wanna roll when I become mogul status,awesome thats wan na roll become mogul status,2
_ i wanna go to the pub,wan na go pub,2
Gonna go drop some logs in the pool  back in 15 min,gon na go drop logs pool back min,2
"i`m thinking that tonight`s plans are not gonna happen. sigh...sadface. i shouldn`t be surprised, but i am.",im thinking tonights plans gon na happen sighsadface shouldnt surprised,2
" yeah, it`s gonna be rubbish!",yeah gon na rubbish,2
 I can`t Vote 4 u a the MTV movie awards. There is no vote button. Is it cause i live in sweden? I wanna vote 4 u 2  u rock xo,cant vote u mtv movie awards vote button cause live sweden wan na vote u u rock xo,2
" get better omg i still dont believe that i didn`tgot a picture with you  it`s soo sad, i don`t now when i`m gonna see u again",get better omg still dont believe didntgot picture soo sad dont im gon na see u,2
needs to see a band live.. **** Blink for not coming to the UK this year!  ..anyone wanna go see Billy Bragg or Colin Blunstone with me?,needs see band live blink coming uk year anyone wan na go see billy bragg colin blunstone,2
I was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. I wanna go back to sleep but I`m wide awake.,sleeping soo good woke like mins ago n got sick feeling great wan na go back sleep im wide awake,2
Watching Ryann!!  Gonna be a grand day!!!,watching ryann gon na grand day,2
" did some research, but couldn`t find the specific thing which i wanna do with this drive`s autorun",research couldnt find specific thing wan na drives autorun,2
 I lluuvv u too..  ahhh im gonna miss u evenn moreee! lol,lluuvv u ahhh im gon na miss u evenn moreee lol,2
" - I`m hoping these pills will do something, cuz I`m gonna go nuts",im hoping pills something cuz im gon na go nuts,2
Is gonna go for a shower  goin to see hannah Montana laterz woo well excited,gon na go shower goin see hannah montana laterz woo well excited,2
Just got Back from the Gym Wanna chat with some new people  Lets talk! haha,got back gym wan na chat new people lets talk haha,2
p.s.  thought you were gonna follow me back on twit-har ?,ps thought gon na follow back twithar,2
" MANDY!!!  IT WON`T LET ME VOTE  I WANT HER TO WIN BUT I CAN`T HELP, I AM GONNA JUMP OFF A BRIDGE (KIDDING) BUT THIS SUX",mandy wont let vote want win cant help gon na jump bridge kidding sux,2
 well I ran out of beer so I left. Not sure about the ETA. Waiting waiting waiting. Bleh  Gonna be a long nite methinks.,well ran beer left sure eta waiting waiting waiting bleh gon na long nite methinks,2
 I`m bummed...you`re gonna be only 30 minutes from me on Sunday & I can`t come hear ya.,im bummedyoure gon na minutes sunday cant come hear ya,2
off to bed was gonna read some new moon but its a little late now  night night all ****,bed gon na read new moon little late night night,2
"Hi, i was just getting up now so i tought i could write something. Today i`m gonna go shopping! Soo fun, isn`****?",hi getting tought could write something today im gon na go shopping soo fun,2
My best friend is away at special olympics . She said she was gonna bring me .,best friend away special olympics said gon na bring,2
  ugh headache   i just wanna go home,ugh headache wan na go home,2
Wanna see Up in 2D but everyone wants to see it in 3D,wan na see everyone wants see,2
My paradise fly catchers abandoned their nest....  they are starting again... but it`s gonna b tough,paradise fly catchers abandoned nest starting gon na b tough,2
"Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses). Hols almost over,  don`t wanna go back 2 skool.",bored day one talk missing bf kisses hols almost dont wan na go back skool,2
"Next movies for me : Terminator Salvation and Transformers 2, gonna be a meka spring this year",next movies terminator salvation transformers gon na meka spring year,2
"Rose Romance is released here on Thursday, gonna get me some BPs",rose romance released thursday gon na get bps,2
" Ooooh, I`m jealous  I might try and get some for the saturday but I have an exam on the monday that Im gonna fail",ooooh im jealous might try get saturday exam monday im gon na fail,2
"** gifts & honesty box messages has been discontinued due to abuse ** - hehe, dalï¿½ï¿½ facebookovï¿½ aplikace na hovno",gifts honesty box messages discontinued due abuse hehe dal facebookov aplikace na hovno,2
 I wanna be drinking at the pub,wan na drinking pub,2
School Over!!! I`m gonna miss a bunch of people,school im gon na miss bunch people,2
"I woke up at 5:45. Didn`t have a full bladder, wasn`t sick... And to top it off, I went for a run. Now I wanna go back to bed",woke didnt full bladder wasnt sick top went run wan na go back bed,2
"My three-day weekend starts now.  Was gonna watch Star Trek, but opted to go another night instead.",threeday weekend starts gon na watch star trek opted go another night instead,2
watching Please Twins.  gonna make some Iced Tea :-bd,watching please twins gon na make iced tea bd,2
I wanna roc wit`chu . Imy buu,wan na roc witchu imy buu,2
i don`t wanna work over the weekend,dont wan na work weekend,2
i`m worried because something bad happened today and i don`t know what`s gonna happen next.,im worried something bad happened today dont know whats gon na happen next,2
 i thought you were gonna be at the show,thought gon na show,2
" ha! nice.    that`s about all the german you`re gonna get from me.  after that, it`s just counting and jibberish.",ha nice thats german youre gon na get counting jibberish,2
 star wars ............ is **** BOO??? i wanna do your job HAND IT OVER  u can act as me at my high school   LOL,star wars boo wan na job hand u act high school lol,2
 It would still involve me standing up. lol. Windows are too high up. Guess im just gonna have to go out,would still involve standing lol windows high guess im gon na go,2
"http://twitpic.com/61ov1 -   i ahte stress, its supposed to be friday! it makes me wanna cry",httptwitpiccomov ahte stress supposed friday makes wan na cry,2
" Hey did you get any more info about your graduation? And I think my mom`s gonna let me go to CP, if you guys still wanna go!",hey get info graduation think moms gon na let go cp guys still wan na go,2
So im playing hooky from work and it feels good  Gonna go get ma hair did! .......i wonder how fitzsimmons is doing?,im playing hooky work feels good gon na go get hair wonder fitzsimmons,2
anybody wanna comment me?  http://fotolog.com/sokristen,anybody wan na comment httpfotologcomsokristen,2
_Man im fully obsessed with their burritos enchilado style. My mom doesnt wanna go with me tho,man im fully obsessed burritos enchilado style mom doesnt wan na go tho,2
 Where`s the story?! I wanna know! I wanna know!,wheres story wan na know wan na know,2
"_J i soo dont wanna work tmrw!  ...only on a half day tho so hopefully the sun will stay out for me! Gonna go get showered, tweet l8rs",j soo dont wan na work tmrw half day tho hopefully sun stay gon na go get showered tweet lrs,2
is gonna have an irish wedding,gon na irish wedding,2
_TRUESDALE lmao! you a mess.  Im gonna be in ATL in a few weeks,truesdale lmao mess im gon na atl weeks,2
 so afraid my daughter`s gonna write a memoir where i`m some ungodly mix of Miles & Betty Davis in All About Eve,afraid daughters gon na write memoir im ungodly mix miles betty davis eve,2
doesn`t wanna get dressed up and be an adult today.,doesnt wan na get dressed adult today,2
" Hi man, yeah I so wanna go, but I`m on Maui  #liloven",hi man yeah wan na go im maui liloven,2
"watching click, they are talkin about twitter and celebrityTweet  im just gonna get ready for work",watching click talkin twitter celebritytweet im gon na get ready work,2
It`s too hot to be sat in an office!  I wanna be out in the sun shineeeee.,hot sat office wan na sun shineeeee,2
rock week  i don`t think danny`s gonna go home this week  he`s never been in the bottom three.. and he`s a really good singer,rock week dont think dannys gon na go home week hes never bottom three hes really good singer,2
I wanna go to the extra show really bad,wan na go extra show really bad,2
I`ll have to take a picture of the moon tomorrow night  not gonna happen today :/,ill take picture moon tomorrow night gon na happen today,2
feeling like I`m gonna fall asleep any time now but I can`t.,feeling like im gon na fall asleep time cant,2
 http://twitpic.com/6714p - I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna m ...,httptwitpiccomp feel really emotional great seeing pics keeping gon na,2
Moving makes me sore.  Dunno if we are gonna make it!   Its getting close!,moving makes sore dunno gon na make getting close,2
"debating whether to go to bed and start reading the last harry potter book, even though as soon as i start reading it, i won`t wanna stop",debating whether go bed start reading last harry potter book even though soon start reading wont wan na stop,2
i wanna see UPPPPPP,wan na see upppppp,2
"ashley tisdale , i mean . cuz shes in berlin on 6th june and i`m not gonna be there . i wanna start cryin right now :/ ashley pick me up",ashley tisdale mean cuz shes berlin th june im gon na wan na start cryin right ashley pick,2
Writing in yearbooks make me wanna cry,writing yearbooks make wan na cry,2
waiting to go to 4th period to get the final over with. omgg im sooo gonna fail,waiting go th period get final omgg im sooo gon na fail,2
 should I still come? Its gonna be a while,still come gon na,2
Gonna go watch Jackson`s band play and then going to the band after party,gon na go watch jacksons band play going band party,2
to the doctor  anyone wanna do somethin after for a bit?,doctor anyone wan na somethin bit,2
y must i hve graduation practice...all im gonna is walk,must hve graduation practiceall im gon na walk,2
i wanna move back to Pennsylvania,wan na move back pennsylvania,2
yay cheerleading when im sick. its gonna be a fun  night peoples,yay cheerleading im sick gon na fun night peoples,2
"Happy Birthday to meeeee!! Excited to go out tonight, but I`m gonna miss my girl",happy birthday meeeee excited go tonight im gon na miss girl,2
"i`m so worn out, this week has sped by soo fast. gonna ask mum if we can go to the movies. i`m desperate",im worn week sped soo fast gon na ask mum go movies im desperate,2
sam and sean are teasing me saying they are gonna get wings without me,sam sean teasing saying gon na get wings without,2
 Can`t you guys do something on CO-OP about Grim Fandango? Don`t you wanna see it on XBLA/PSN? Call Tony Plana!  Call Tim!!,cant guys something coop grim fandango dont wan na see xblapsn call tony plana call tim,2
"is in skwl now, and i dont really wanna study.. i saw him --> J***I and makes me feel down..",skwl dont really wan na study saw ji makes feel,2
 gonna go home and TRY to take a nap. I am emotionally exhausted   ... I will be in after.. <3,gon na go home try take nap emotionally exhausted,2
60 days today  i can`t believe it`s been 2 months. i`m nervous about what i`m gonna say later. but i`m gonna keep comin back.,days today cant believe months im nervous im gon na say later im gon na keep comin back,2
"i wanna move to england! 'ello, i must go to the loo. i will head to my caddy,yes.' gahaha and the awesome accent.",wan na move england ello must go loo head caddyyes gahaha awesome accent,2
Gonna go make my Meme`s Mother`s day card then go hop in the shower and hop to sleep!!,gon na go make memes mothers day card go hop shower hop sleep,2
shack idol today(: can`t wait. it`s gonna be funnn poor cameron. he fell ON A BAR in speech today. i felt so bad for him,shack idol today cant wait gon na funnn poor cameron fell bar speech today felt bad,2
 star wars ............ is **** BOO??? i wanna do your jobe HAND IT OVER  u can act as me at my high school   LOL,star wars boo wan na jobe hand u act high school lol,2
Kinda bummed that I`m gonna miss `s return to BG. Now I`ll never know what it`s like to make love to _gunn.,kinda bummed im gon na miss return bg ill never know like make love gunn,2
Bus stuck in traffic; gonna be late,bus stuck traffic gon na late,2
"good moring  gonna take a shower, fix my hair and then Im going out .",good moring gon na take shower fix hair im going,2
RAIN!!!!!!!!!!!! AAAAAAAAAAHHHHHHHH! i`m gonna melt. **** it`s cold. freakin cold.  brrrrrr,rain aaaaaaaaaahhhhhhhh im gon na melt cold freakin cold brrrrrr,2
ok...so i`m Twittin from my computer...its gonna be bad when i get on my phone.. cause ima be lost like ****,okso im twittin computerits gon na bad get phone cause ima lost like,2
 aww  I have to go to class on that day... So imma do some weird half day thing just cause I wanna see what it`s about,aww go class day imma weird half day thing cause wan na see,2
 my tvs not working  i wanna watch vhits :`(,tvs working wan na watch vhits,2
Home lost the baseball game by 1 friggin` point!  Now I`m gonna scrap.,home lost baseball game friggin point im gon na scrap,2
" But I don`t wanna ruin it  Can`t I do it `spontaneously` first on paper, then copy that spontaneity onto the book? Please?!",dont wan na ruin cant spontaneously first paper copy spontaneity onto book please,2
Woo hoo party over here. Its gonna be fun,woo hoo party gon na fun,2
 uh oh u gonna fire somebody??,uh oh u gon na fire somebody,2
 NOOOOOOO!!!!!!!!!!!!! why in july? im gonna be back home  NOOOOOOOOOOO!!!!!!!!!,nooooooo july im gon na back home nooooooooooo,2
" Yep,  that B-Day kiss is gonna happen, right ",yep bday kiss gon na happen right,2
" I know. I want it to come bec I`m excited, but then I don`t bec it`s gonna go by so fast & then it will be over",know want come bec im excited dont bec gon na go fast,2
Last night I had 1/2 a bottle of wine in my house and 2 cocktails. Came home sober but still gonna be sick,last night bottle wine house cocktails came home sober still gon na sick,2
Photo: hannahisdead: omg i wanna read Pride and prejudice and zombies fuckyeah zombies  http://tumblr.com/xol1qyw8v,photo hannahisdead omg wan na read pride prejudice zombies fuckyeah zombies httptumblrcomxolqywv,2
Missing  from BKK na.,missing bkk na,2
